site;Total;Nb_dif_Sp;Margalef_Index
678574_2012254U;128;9;19.12
682515_2013103U;2630;32;395.78
687761_2012253U;368;16;55.25
687762_2013105U;466;20;70
712691_2012216U;544;25;81.75
713375_2013113U;2254;41;339.17
714658_2013116U;112;12;16.71
717964_2013114U;779;31;117.12
721874_2013567U;790;22;118.78
753391_2013117U;1948;39;293.11
786839_2013573H;140;24;20.93
786839_2013573U;4359;41;656.07
860308_2013123U;483;29;72.56
904249_2012209U;6952;50;1046.43
906875_2012210U;2244;45;337.67
992142_2012239H;523;42;78.58
992142_2012239U;835;43;125.55
1001328_1367U;689,8;26;103.69
1006382_1334U;374;33;56.15
1009169_1368U;2579,292;44;388.15
1011798_1393U;2543,54;45;382.76
1011802_1369U;2070,612;40;311.57
1035716_1335U;7576,688;32;1140.47
1035773_1336U;1554,908;46;233.93
103699_3088H;114;15;17.01
1038378_1434U;5727,016;41;862.02
1043953_1358U;3143,004;50;473.01
1043957_1370U;419;27;62.93
1060217_1379U;1722,676;39;259.19
1071249_1356U;814;25;122.39
1073875_1337U;712,144;30;107.06
1079527_1395U;1771;31;266.46
1096055_1339U;1218,068;42;183.22
1115790_1742U;3439,008;59;517.57
1115792_1414U;4454,932;61;670.51
1115797_1417U;3907,008;46;588.02
1118584_1396U;2675,336;44;402.6
1126860_1343U;1547,1;38;232.76
1138019_1430U;1695;30;255.02
1138286_1381U;1461;31;219.79
1175090_1418U;2472,108;48;372.01
1184812_2606U;2812;49;423.18
1190467_2214U;1156;35;173.88
1201800_2123U;2754;41;414.45
1213112_2126U;2644;39;397.89
1213137_2603U;768;31;115.47
1221612_2198U;1826;45;274.74
1227324_2216U;1756;36;264.2
1232951_2104U;1266;39;190.44
1235821_2156U;610;26;91.68
1237500_1261U;1304,556;39;196.24
1241455_2088U;11884;62;1788.91
1244292_2089U;11120;50;1673.89
1248516_1327U;999,284;29;150.29
1250025_2600U;1112;45;167.25
1252834_2105U;670;29;100.71
1258503_2107U;1252;35;188.33
1258541_2188U;2756;43;414.75
1261361_2187U;740;36;111.25
1262889_1350U;2053,504;46;308.99
1264197_2106U;1908;39;287.09
1267026_2090U;1318;39;198.27
1269816_2194U;5256;43;791.11
1269858_2201U;3746;38;563.79
1275501_2608U;1466;37;220.55
1278329_2204U;4418;49;664.95
1278400_2109U;2034;46;306.06
1278406_2206U;1016;36;152.8
1281253_2567U;1586;39;238.61
1282034_3168U;1394;44;209.71
1287953_3266U;314;17;47.12
1288609_3266H;95;18;14.15
1294424_1252U;1116,004;29;167.86
1295167_3256U;228;16;34.17
1295598_2158U;856;37;128.71
1295611_2189U;490;30;73.62
1301332_2129U;1704;43;256.38
1301367_2157U;1276;39;191.94
1303008_3052U;120;16;17.91
1303009_3052H;50;12;7.38
1304260_2164U;640;33;96.2
1309973_2207U;1542;36;231.99
1310067_2130U;2946;41;443.35
1315810_2131U;3462;53;521.03
1327570_2313H;224;31;33.57
1327570_2313U;807;37;121.34
1331240_3257H;247;29;37.03
1331242_3257U;444;29;66.69
1350016_1322U;2094,424;40;315.15
1351119_2255U;1544;36;232.29
1351121_2637U;2462;38;370.49
135220_3071U;162;18;24.24
135220_3093U;148;19;22.13
1356999_2271U;6974;54;1049.74
1361648_1275U;1360,004;43;204.59
1362787_2286U;2088;37;314.18
1364488_1320U;1173,5;40;176.51
1366659_3204U;5098;51;767.32
1367325_1691U;3365,404;59;506.49
1368415_2258U;7020;67;1056.67
1371264_2638U;1658;40;249.45
1371325_2574U;2066;40;310.87
1373206_3126U;1226;43;184.42
1381304_1319U;281,004;14;42.15
1381330_1263U;615,004;34;92.43
1386811_1245U;2790;54;419.87
1387871_2315U;1084;31;163.04
1390727_2139U;3394;37;510.79
1393384_2148U;570;31;85.66
1398661_2239U;1066;41;160.33
1403906_2282U;824;35;123.9
1408622_3127U;210;25;31.46
1409139_2646U;1178;33;177.19
1424204_2259U;2626;46;395.18
1424254_2143U;414;28;62.17
1426581_2260U;5992;51;901.91
1426741_2174U;966;36;145.27
1436201_2261U;4862;55;731.79
1438619_2654U;856;33;128.71
1440981_2274U;7066;55;1063.59
1445785_2289U;1454;36;218.74
1448135_2323U;6344;41;954.9
1465049_3252U;572;26;85.96
1467286_2320U;2460;40;370.19
1467441_2144U;1696;38;255.17
1468329_3253U;1028;42;154.61
1469642_2301U;6288;44;946.47
1470838_1225U;2065,704;44;310.83
1472018_2223U;2138;40;321.71
1472030_2302U;2492;45;375
1476930_2161U;770;36;115.77
1476933_2192U;3986;47;599.92
1483891_2225U;4512;45;679.1
1483893_2226U;7730;43;1163.55
1485365_3158U;760;35;114.26
1486271_2276U;5750;36;865.48
1486282_2228H;1047;48;157.47
1486282_2228U;656;39;98.61
1491049_2229U;4096;37;616.48
1491201_2163U;1146;41;172.37
1493395_2640U;7360;40;1107.85
1495805_2097U;1006;33;151.3
1497160_3079U;2642;42;397.59
1497160_3113U;2430;41;365.67
1500204_2231U;11805,5;49;1777.09
1502363_2619U;4806;38;723.36
1505789_1246U;1770,996;31;266.46
1506610_2620U;5030;41;757.08
1508792_2176U;2326;37;350.01
1514664_2233H;537;42;80.69
1515514_3008U;486;26;73.01
1516597_2233U;1881;41;283.02
1518606_2611U;614;26;92.28
1521646_1689U;3128,112;47;470.77
1527308_1316U;1046,516;35;157.4
1531786_2181U;658;27;98.91
1535463_2622U;1394;41;209.71
1537335_2283U;862;27;129.62
1544377_3011U;109;13;16.26
1544378_3011H;282;23;42.3
1544891_2268U;1260;36;189.53
1554372_2284U;2236;42;336.47
1554482_2182U;1142;38;171.77
1556385_2099U;10140;54;1526.36
1559482_1662U;1626,5;34;244.71
1563294_1277U;2612,508;41;393.15
1570621_3097U;179;21;26.8
1571277_3097H;359,5;29;53.97
1571453_2270U;3936;47;592.39
1572578_3080U;176;27;26.35
1573884_3012U;436;16;65.49
1590435_2244U;876;38;131.73
1592222_2662U;1538;43;231.39
1597550_2326U;1038;31;156.11
1597582_2652U;1410;39;212.12
1601097_2663U;2982;46;448.77
1602815_2675U;1398;38;210.31
1604563_2245U;1302;41;195.86
1609705_2306U;1126;35;169.36
1609709_2664U;862;36;129.62
1612587_3014H;431;31;64.73
1612587_3014U;321;29;48.17
1613094_2308U;1254;42;188.63
1613913_3115U;330;25;49.53
1613914_3115H;414;29;62.17
1614840_2153U;1086;33;163.34
1618132_2246U;2260;47;340.08
1619241_1280U;4962,396;43;746.91
1621480_2101U;3002;43;451.78
1621515_2116U;1558;42;234.4
1623134_2556U;1324;38;199.17
1623148_2102U;2530;38;380.72
1645706_1221U;611;16;91.83
1660493_3140H;152;25;22.73
1660493_3140U;148;23;22.13
1675675_1310U;2321,468;34;349.33
1675692_1266U;1324,576;34;199.26
1676996_1311U;3131,204;40;471.23
1703097_3083U;62;11;9.18
1703098_3083H;206;25;30.86
1729380_1269U;2216,468;37;333.52
1732055_1255U;870,22;21;130.86
1740776_1257U;951;19;143.02
1759445_1306U;1838,004;46;276.55
1760805_1302U;6014,384;45;905.28
1763544_1301U;1670,8;29;251.38
1764895_1270U;4393;46;661.19
1777274_3263U;1210;43;182.01
1786440_1283U;4881,888;47;734.79
1796183_1271U;1527;39;229.73
1799798_1272U;1541,376;36;231.89
1803722_1295U;1875,4;37;282.18
1804148_1292U;4188,6;51;630.42
1810959_1240U;1365;36;205.34
1813408_1222U;536,5;29;80.62
1814308_1241U;896;27;134.74
1817903_1232U;515,144;27;77.4
1817982_1286U;1541;34;231.84
1823470_1224U;85;11;12.65
1835282_1150U;4564,148;43;686.95
1837524_1171U;2427,804;51;365.34
1841199_1217U;2088,46;45;314.25
1841511_1132U;420,72;17;63.19
1843016_1212H;1952;30;293.71
1843016_1212U;5680;31;854.94
1843019_1215U;452,112;43;67.91
1843020_1216U;1735,908;43;261.18
1843373_1214U;536;13;80.54
1843381_1219U;1974,008;50;297.02
1854193_1157U;3373,592;41;507.72
1864497_3101U;259;35;38.84
1864498_3101H;172;25;25.74
1867803_3221H;457;44;68.65
1867804_3221U;335;40;50.28
1880131_1144U;2501,58;47;376.45
1881512_1208U;3365;47;506.43
1884276_1172U;1396;38;210.01
1886993_1205U;821,338;50;123.5
1890408_1158U;1424;39;214.22
1890744_1159U;3646,2;47;548.76
1893749_1196U;1726;16;259.69
1895742_1197U;1183,004;25;177.94
1898664_1146U;1708,004;46;256.98
1899975_1175U;1495,8;39;225.03
1900292_1166U;2236,992;48;336.61
1900608_1179U;743,68;32;111.81
1901803_1148U;1531,836;44;230.46
1916648_1186U;1223,616;36;184.06
1918316_3223H;240;22;35.98
1918971_3223U;189;24;28.3
1920611_1189U;2705,288;45;407.11
1921719_1190U;1701,724;48;256.03
1926665_1161U;1477,992;40;222.35
1937912_1128U;1755,424;35;264.12
1937927_1155U;432;19;64.88
1938565_1173U;1129,012;44;169.82
1938566_1174U;672;26;101.01
1942489_1605U;1717;38;258.33
1943675_1522U;928,004;38;139.55
1943908_1142U;1121,724;37;168.72
1945354_1053U;928;38;139.55
1947520_1054U;1197,584;38;180.14
1952390_1035U;728,504;30;109.52
1957644_3105H;226;14;33.87
1958299_3105U;183;28;27.4
1960427_1110U;489;32;73.47
1960883_1115U;787;29;118.33
1961593_1111U;903,404;33;135.85
1961593_1570U;616;28;92.58
1961777_1093U;807,6;28;121.43
1962513_1106U;728,004;31;109.45
1962971_1107U;899,18;35;135.22
1963425_1564U;1094,8;42;164.66
196388_3274U;1568;29;235.9
1964333_1109U;730,72;34;109.85
1964970_1100U;577,204;23;86.74
1965008_1081U;1228,6;48;184.81
1965461_1082U;1000;38;150.39
1965871_1101U;613,14;21;92.15
1966342_1063U;196,11;24;29.37
1967692_1089U;481;33;72.26
1969671_1090U;2120,504;38;319.08
1971395_1077U;1056,428;24;158.89
1971443_3148H;210;26;31.46
1971444_3148U;293;29;43.96
1973086_1083U;469;20;70.45
1973919_1085U;269,004;26;40.35
1974878_1091U;1014;39;152.5
1975778_1078U;1951,08;44;293.57
1975958_1079U;1425,716;43;214.48
1979630_1087U;2053,228;35;308.95
1980634_1080U;1095,584;37;164.78
1983531_1047U;436;22;65.49
1984162_1043U;1094,04;39;164.55
1985085_1017U;720,796;29;108.36
2001755_1040U;1782,004;48;268.12
2001877_1041U;2847,5;52;428.52
2003830_1042U;2617,808;42;393.94
2004068_1052U;1039;38;156.26
2005892_1061U;2286;44;343.99
2006180_3048H;187;16;28
2006835_3048U;145;31;21.68
2008713_1033U;2676,9;37;402.84
2010765_1026U;1112,836;39;167.38
2010779_1034U;953,672;39;143.42
2010791_1049U;2372,68;53;357.04
2012046_1045U;1429;25;214.98
2017392_1038U;1572,86;48;236.63
2021774_1062U;1130,288;38;170.01
2022262_1046U;1063;32;159.88
2070511_3264U;291,5;29;43.73
2072456_3107U;75;22;11.14
28237_3061H;62;9;9.18
359745_3298H;106;14;15.81
359746_3298U;166;16;24.84
368306_3301U;7172;48;1079.55
380770_3342U;1418;42;213.32
386675_3303U;3651;64;549.48
390591_3343U;1451;44;218.29
391248_3343H;227;34;34.02
393863_3305U;95;15;14.15
394519_3305H;64;11;9.48
416181_3312U;84;8;12.5
434573_3344U;4598;56;692.05
441775_3318U;310;22;46.52
457575_3322U;316;23;47.42
525785_3332U;426;18;63.98
642532_3338H;578;28;86.86
642532_3338U;497;25;74.67
644511_3340U;570;25;85.66
662171_3057U;170;14;25.44
720562_3055U;221;20;33.12
738298_3195H;577;35;86.71
738954_3195U;995;36;149.64
798645_3238U;555;37;83.4
798646_3238H;267;24;40.04
803475_1399U;705;45;105.98
814998_1401U;746;33;112.16
845876_3198U;101;15;15.05
846532_3198H;486;37;73.01
847765_1459U;2480,004;55;373.2
847768_1404U;2278,736;41;342.9
850127_1453U;626,002;35;94.09
854873_1454U;2778;44;418.06
857261_1449U;680,804;35;102.34
862010_1451U;447,5;37;67.22
869177_1445U;835;33;125.55
875391_3240U;357;19;53.59
876047_3240H;453;35;68.05
881158_1446U;816,004;22;122.69
885889_3242U;702;31;105.53
906873_3123U;534;28;80.24
907530_3123H;478;31;71.81
919792_1330U;1372,004;39;206.4
924717_1331U;1828,316;46;275.09
924935_1439U;2133,004;47;320.96
924954_1437U;1629,54;43;245.17
927427_1438U;872;34;131.12
929902_1444U;1574,42;38;236.87
930484_3124H;831;23;124.95
944713_1352U;518;33;77.83
947459_1407U;1884,332;41;283.52
960049_1427U;2101,692;52;316.25
960052_1423U;1996,24;59;300.37
960054_1428U;371,5;32;55.78
967216_3243U;620;40;93.19
972465_3244U;3986;59;599.92
985736_1364U;3504;56;527.35
988311_1712U;1767,004;30;265.86
988324_1365U;2153,72;46;324.08
998712_1392U;858,694;36;129.12
104355_3062U;736;26;110.65
1069527_3146H;194;22;29.05
1069528_3146U;235;26;35.23
1077400_3147U;3018;42;454.19
1109540_3160H;1295;30;194.8
1110196_3160U;374;29;56.15
1121999_3148U;1608;37;241.92
11395_3164U;196;15;29.36
115539_3063U;1026;27;154.31
1188250_3139U;1450;43;218.14
1190873_3140U;3468;37;521.93
1208585_3152U;2326;47;350.01
1209241_3151U;2796;37;420.77
1221046_3141U;1272;41;191.34
1259073_3102U;710;31;106.74
1267588_3044U;360;22;54.05
1289261_3122U;1434;40;215.73
1291213_3103H;1600;49;240.72
1291213_3103U;141;22;21.08
1371250_3128U;3102;56;466.84
1385001_3064U;586;29;88.07
1394176_3002U;1104;34;166.05
1422395_3104H;360;33;54.05
1423052_3104U;1082;40;162.74
1438122_3004U;384;24;57.66
1446010_3105U;2012;42;302.74
1451904_3065U;1096;43;164.85
1452552_3006U;758;43;113.96
1459773_3074H;648;37;97.4
1459774_3074U;288;41;43.21
1468982_3130U;906;36;136.24
1476179_3086U;662;34;99.51
1503730_3087U;1016;32;152.8
1505043_3079U;456;25;68.5
1543754_3131U;2076;43;312.38
1553570_3067U;1504;58;226.27
1557501_3068U;2716;59;408.73
1564087_3156U;1764;46;265.41
1564742_3149U;3260;51;490.62
1570630_3088U;570;39;85.66
1571921_3059U;170;30;25.44
1572577_3059H;121;29;18.07
1578476_3008U;212;18;31.76
1603406_3009U;1084;33;163.04
1605365_3010U;316;24;47.42
1611930_3011U;902;30;135.64
1624416_3106U;1220;30;183.51
1629647_3012U;520;40;78.13
1637515_3013U;918;36;138.05
1640816_3089U;1350;35;203.08
1644733_3014U;1106;38;166.35
1646051_3075U;878;36;132.03
1659153_3016U;174;18;26.04
1661131_3017U;1016;40;152.8
1663102_3019U;422;39;63.38
1664429_3090U;936;39;140.76
1669676_3091U;680;39;102.22
1670309_3060U;708;39;106.43
1682798_3108H;250;35;37.49
1682798_3108U;185;27;27.7
1690024_3116U;1036;30;155.81
1694579_3021U;796;37;119.68
1699196_3109U;1302;45;195.86
1701181_3134U;2204;39;331.65
1718234_3135U;1016;37;152.8
1719516_3022U;650;41;97.7
171970_3057H;96;12;14.3
172626_3057U;30;7;4.37
1726760_3117U;1622;44;244.03
1727370_3023U;414;31;62.17
1732632_3024U;904;39;135.94
1745130_3136U;1546;44;232.59
1747060_3025U;434;38;65.19
1748357_3026U;102;13;15.2
1756242_3027U;340;40;51.03
1762803_3028U;644;41;96.8
1770056_3150H;1305;31;196.31
1770711_3150U;507,25;41;76.21
1786428_3070U;2122;45;319.3
1788409_3093U;516;38;77.53
1794933_3029U;230;28;34.47
1804145_3071U;1840;45;276.85
1813304_3030U;520;35;78.13
1819202_3031U;488;27;73.31
1827763_3076U;1048;35;157.62
1840219_3032U;490;36;73.62
1864527_3137U;3532;38;531.57
186547_3174U;1186;33;178.39
1872388_3095U;608;37;91.38
1877602_3033U;304;22;45.61
1888106_3515U;292;27;43.81
1890082_3077U;140;16;20.93
1902520_3034U;286,5;20;42.98
1902546_3072U;672;40;101.01
1948450_3035U;430;30;64.58
1951737_3078U;1480;44;222.65
1957653_3542U;708;35;106.43
19701_3053U;1420;15;213.62
1980629_3097U;1676;42;252.16
1985223_3112U;890;39;133.83
1994367_3036U;776;29;116.67
2001591_3037U;772;36;116.07
2009453_3038U;172;12;25.74
2009454_3039U;644;33;96.8
2016683_3040U;368;36;55.25
2028505_3041U;506;35;76.02
2050830_3081U;600;34;90.18
2052130_3098U;353;30;52.99
2054062_3043U;27;8;3.91
2055374_3043H;97;15;14.45
2063931_3073U;528;30;79.34
213478_3171U;1662;25;250.05
220037_3176U;1010;26;151.9
239721_3172U;1470;26;221.15
24517_3165U;416;8;62.48
27798_3166U;1270;21;191.04
292201_3162U;328;23;49.23
292857_3163H;593;22;89.12
293512_3163U;299;22;44.86
307315_3178U;148;12;22.13
344047_3179U;364;18;54.65
348602_3213U;1854;32;278.96
359145_3180U;154;16;23.03
363712_3214U;1968;42;296.12
370313_3181U;192;16;28.75
373531_3182U;308;17;46.22
374193_3183U;492;31;73.92
376840_3184U;282;18;42.3
390638_3185U;326;29;48.93
395209_3602U;394;16;59.16
397794_3186U;164;9;24.54
411608_3216U;1698;40;255.47
414868_3188U;164;15;24.54
417493_3189U;304;17;45.61
418168_3217U;5606;55;843.8
428668_3190U;1306;32;196.46
437189_3192U;221;38;33.12
437190_3192H;426;37;63.98
441794_3193U;382;24;57.36
443744_3194U;1912;47;287.69
445072_3195U;888;42;133.53
448372_3197U;616;41;92.58
467370_3219U;328;39;49.23
488359_3198U;610;31;91.68
493607_3199U;1402;46;210.91
496232_3220U;4114;55;619.19
500826_3620U;1080;44;162.44
502129_3200U;2078;51;312.68
525127_3201U;152;18;22.73
54490_3054U;516;15;77.53
571038_3203U;74;15;10.99
571694_3203H;151;27;22.58
583494_3221U;820;30;123.3
590725_3205U;46;4;6.77
592022_3222U;904;30;135.94
595297_3621U;1228;24;184.72
601195_3206U;160;14;23.94
610396_3207U;218;13;32.67
620892_3208U;392;26;58.86
628762_3209H;81;14;12.04
628762_3209U;1906;50;286.79
630075_3210U;226;23;33.87
630084_3211U;510;26;76.63
63224_3167H;37;5;5.42
632648_3050U;2224;24;334.66
63880_3167U;70;11;10.39
641833_3051U;1328;29;199.77
646477_3212U;106;19;15.81
647137_3224U;326;16;48.93
675948_3052U;502;16;75.42
689072_3047U;477;21;71.66
689729_3047H;31;11;4.52
706156_3124U;624;31;93.79
706812_3124H;352;35;52.84
709439_3142U;1544;48;232.29
714659_3048U;604;24;90.78
780283_3153H;140;18;20.93
781596_3153U;414;42;62.17
85999_3061U;1494;34;224.76
860963_3143U;714;32;107.34
868179_3144U;1050;41;157.92
88604_3055U;726;24;109.14
903594_3083H;1616;47;243.13
904905_3083U;881;33;132.48
92094_3168U;1754;34;263.9
929828_3084U;1642;29;247.04
94520_3056U;1028;27;154.61
952789_3127H;392;40;58.86
980995_3145U;1252;34;188.33
1001188_1377U;1800,004;41;270.83
1006403_1378U;140;27;20.93
1006542_1406U;3357,404;55;505.29
1027626_1379U;3057,288;43;460.1
1046661_1409U;1411,006;49;212.27
1046662_1409H;472,942;26;71.05
1046665_1410H;396,698;33;59.57
1046665_1410U;999,798;44;150.36
1052021_1393U;1172;35;176.29
1054626_1380U;367;32;55.1
1096157_1431U;648;22;97.4
1096211_1480U;1086,568;36;163.43
1101759_1441U;767,996;33;115.47
1104563_1411U;1091,2;35;164.12
1112984_1412U;2861,792;56;430.67
1115788_1413H;498;36;74.82
1115788_1413U;1136,61;40;170.96
1121409_1457U;2289,624;40;344.54
1132672_1398U;625;27;93.94
1175142_1447U;1543,856;41;232.27
1180749_1388U;2453;48;369.13
1210297_2211U;953,008;37;143.32
1221602_2115U;3108,024;61;467.74
1221639_2064U;331,128;31;49.7
1227305_2550U;2445,232;56;367.96
1244327_2086U;642,502;42;96.57
1244328_2086H;635,5;31;95.52
1247172_2212U;1167,908;35;175.67
1249971_2065U;1408,004;45;211.82
1268744_1287U;1654,088;50;248.86
1268745_1306U;2047,604;46;308.1
1275585_2258U;1480;41;222.65
1284072_2240U;1154,796;42;173.7
1284134_2166U;1483,428;46;223.17
1286621_3166U;3848,996;56;579.29
1286933_2088U;1244,788;42;187.24
1288704_1678U;2244,192;50;337.7
1292728_2146U;1994;47;300.03
1307072_2243U;767,804;42;115.44
1310066_2577U;1708;45;256.98
1311786_1315U;875,502;34;131.65
1318812_2141U;856;38;128.71
1318813_2142U;2211,328;51;332.75
1324600_2232U;1337;39;201.13
1327607_2580U;2152,804;47;323.94
1332052_1353U;810;32;121.79
1337949_1354U;1493;41;224.61
1341163_1338U;1620,56;46;243.81
1345270_2598U;1471,36;48;221.35
1351194_2581U;2276,42;47;342.55
1354127_2143U;2358;52;354.83
1356997_2144U;1968,004;54;296.12
1357026_2074U;1243;54;186.98
1364490_1336U;1580,008;41;237.71
1365629_2570U;875,716;38;131.68
1367329_1286U;3646,292;51;548.78
1370146_1285U;3007,608;58;452.63
1375753_1274U;1541;37;231.84
1379698_2173U;5618;41;845.6
1379731_2189U;994;43;149.49
1385188_2205U;1543,156;45;232.16
1385249_2134U;956,192;43;143.8
1388006_2135U;1317,6;41;198.21
1388015_2578U;1196,608;40;179.99
1390658_2206U;1148;40;172.67
1393536_3107U;92,5;17;13.77
1393538_3108H;185;23;27.7
1394193_3107H;364,5;37;54.72
1398746_2579U;1061,004;52;159.58
1402804_1317U;1338,812;46;201.4
1406557_2137U;1180;35;177.49
1414196_2161U;773,236;34;116.26
1414282_2138U;1214,228;41;182.64
1416754_2218H;216;32;32.37
1424177_2207U;1350,616;35;203.18
1424309_2180U;752,472;26;113.13
1424318_2090U;1125,304;36;169.26
1428971_3152U;3009,4;43;452.9
1433926_2168U;948;30;142.56
1436153_3001U;760;28;114.26
1436319_2191U;398;23;59.77
1441111_2195U;1176,004;38;176.89
1441126_2193U;998,432;36;150.16
1443541_2139U;1121,804;44;168.73
1445860_2254U;1211,472;41;182.23
1445877_2194U;820,004;33;123.3
1452960_2163U;1679,108;38;252.63
1457903_2092U;1370,996;47;206.24
1459063_1290U;1380,14;36;207.62
1462510_2262U;682,004;25;102.52
1467264_2077U;1165,012;48;175.23
1469813_2214U;939;41;141.21
1469814_2140U;697,004;44;104.78
1474388_2079U;1473,792;38;221.72
1477504_3119U;661;32;99.36
1477975_1251U;935,004;38;140.61
1478160_3119H;474,734;37;71.32
1479305_2093U;571,004;33;85.81
1481404_3003U;1665;42;250.5
1486269_2130U;1649;49;248.1
1486350_2235U;1872,008;45;281.67
1491204_2246U;1412;45;212.42
1491257_3053U;1989;46;299.28
1498117_2068U;477,004;35;71.66
1500278_2106U;1126,456;36;169.43
1500354_2248U;947;32;142.41
1508333_3801U;354,5;33;53.22
1508850_2215U;571;22;85.81
1518819_3111U;1585,008;38;238.46
1525427_1270U;945,144;28;142.13
1525431_1305U;1991,196;46;299.61
1537466_2150U;2517,6;42;378.86
1540455_1260U;1507,372;47;226.77
1546782_2132U;1280;46;192.55
1546787_2563U;1799;48;270.68
1547941_1245U;704,004;32;105.83
1552473_2209U;1231,2;43;185.2
1552475_2133H;327;31;49.08
1552475_2133U;822,4;43;123.66
1569323_3094U;351,5;32;52.77
1571457_2081U;1163,928;44;175.07
1573291_2222U;749;36;112.61
1573434_2585U;408;12;61.27
1577248_2170U;592,996;28;89.12
1581092_2069U;1057,424;35;159.04
1588679_2152U;903;36;135.79
1589009_3139H;669;34;100.56
1589010_3139U;344,5;25;51.71
1594112_2153U;888,28;29;133.57
1604607_2597U;1100,06;25;165.46
1608029_2155U;1169,94;32;175.98
1611372_2110U;960,676;41;144.47
1611462_2156U;418,564;23;62.86
1614785_2226U;591;32;88.82
1614819_2588U;733;28;110.2
1616424_2548U;617,204;33;92.77
1616499_2157U;779;34;117.12
1616507_2159U;1555;43;233.94
1618103_2264U;1438;51;216.33
1618154_2096U;1627,004;45;244.78
1618180_2160U;1083,004;36;162.89
1619794_3010U;226;27;33.87
1621461_2111U;1138,004;43;171.17
1621508_2070U;1227,58;44;184.65
1623107_2084U;1084;31;163.04
1623108_2549U;716,004;36;107.64
1623122_2098U;362;33;54.35
1623155_2556U;781,008;34;117.43
1624192_1276U;2432,32;47;366.02
1624790_2113U;1279;42;192.39
1624793_2071U;2445,36;41;367.98
1624797_2072U;1426;42;214.52
1645870_1342U;6019,004;56;905.97
1646078_3143U;2535,004;46;381.48
1671658_1303U;2847,844;47;428.57
1674280_3123U;158;19;23.64
1674356_1333U;3578,248;46;538.53
1674374_1323U;3024;49;455.09
1683453_3117U;440,5;34;66.16
1684109_3117H;261,5;27;39.22
1705076_3014U;983,004;26;147.83
1729373_1279U;2517,204;57;378.8
1733322_3126H;687,5;27;103.35
1733978_3126U;404,712;28;60.78
1750325_3019H;147;23;21.98
1750326_3019U;23;10;3.31
1750368_3099H;92;16;13.7
1751024_3099U;231,502;22;34.7
1752711_1343U;4840,66;54;728.58
1760801_1302U;1709,532;32;257.21
1760806_1283U;547,5;39;82.27
1761490_1283H;586;20;88.07
1781212_3129U;1244,004;35;187.13
1790209_1295U;1630,796;43;245.36
1792491_1296U;1209,404;38;181.92
1797095_1344U;5925;41;891.82
1798417_1254U;1410,404;40;212.18
1804147_1282U;3516,308;64;529.21
1804579_1301U;1982;47;298.23
1809712_1297U;2160;43;325.02
1810977_1800U;1798;48;270.53
1812230_1298U;1684,676;30;253.47
181296_3280U;5265;41;792.46
1817980_1299U;2251,408;46;338.78
1817980_1300U;2218,8;51;333.88
1817987_1281U;6281,776;47;945.53
1818391_1328U;2650,004;50;398.79
1826990_1248U;136;15;20.32
1832356_1193U;2493,004;47;375.16
1835294_1151U;2139,764;45;321.98
1841925_1236U;6197,004;65;932.77
1842655_1207U;2915,144;67;438.71
1843018_1208U;5296,012;53;797.13
1845482_1143U;1649,552;36;248.18
1851315_1237U;2727,004;42;410.38
1852033_1205U;3953,808;57;595.07
1852714_1156U;1174,72;35;176.7
1852750_1206U;1846;50;277.75
1854657_3062U;1341,048;43;201.74
1856719_1242U;2555,316;50;384.54
1863871_3130U;1465;34;220.4
1871732_3102U;1986,4;57;298.89
1873520_1209U;1889,456;49;284.3
1878072_1228U;1919,324;42;288.79
1885987_1212U;1233,324;37;185.52
1887331_1176U;2126,624;52;320
1887454_3063U;1178;43;177.19
1892085_1203U;7057,78;69;1062.35
